metric_name_1,metric_name_2,metric_name_3,metric_name_4,type,sub_type,value
Jharkhand,Corporate,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Jharkhand,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,11
Jharkhand,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,27
Jharkhand,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,2
Jharkhand,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,18
Jharkhand,CSO,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,11
Jharkhand,RM,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,8
Jharkhand,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,58
Jharkhand,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,4
Jharkhand,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,6
Jharkhand,BD,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Jharkhand,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Jharkhand,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,35
Jharkhand,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Jharkhand,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Jharkhand,Administration,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,9
Jharkhand,Finance,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Jharkhand,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,33
Jharkhand,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Jharkhand,Others,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,14
Karnataka,HR,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Karnataka,HR,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Karnataka,HR,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Karnataka,HR,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Karnataka,Corporate,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Karnataka,Corporate,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Karnataka,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,12
Karnataka,IT,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,15
Karnataka,CSO,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Karnataka,CSO,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Karnataka,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,178
Karnataka,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,930
Karnataka,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,8
Karnataka,CSO,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,12
Karnataka,RM,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,27
Karnataka,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,17
Karnataka,RM,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,6
Karnataka,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,109
Karnataka,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,14
Karnataka,RM,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,6
Karnataka,BD,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,76
Karnataka,BD,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,5
Karnataka,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,130
Karnataka,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,231
Karnataka,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,53
Karnataka,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,129
Karnataka,BD,Career Page,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Karnataka,Administration,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Karnataka,Support,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,5
Karnataka,Credit,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,4
Karnataka,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,46
Karnataka,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Karnataka,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,Corporate,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,7
Kerala,Corporate,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,6
Kerala,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,CSO,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,55
Kerala,CSO,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,15
Kerala,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,739
Kerala,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,45
Kerala,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,12
Kerala,RM,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,RM,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Kerala,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,14
Kerala,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Kerala,BD,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,8
Kerala,BD,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,4
Kerala,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,2
Kerala,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,32
Kerala,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,33
Kerala,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,36
Kerala,BD,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,13
Kerala,BD,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Kerala,BD,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,10
Kerala,Administration,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Kerala,Administration,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Kerala,Support,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,Support,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Kerala,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Kerala,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,15
Madhya Pradesh,HR,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,17
Madhya Pradesh,HR,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,18
Madhya Pradesh,HR,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Madhya Pradesh,Corporate,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,34
Madhya Pradesh,Corporate,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,17
Madhya Pradesh,Corporate,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,9
Madhya Pradesh,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,4
Madhya Pradesh,IT,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,4
Madhya Pradesh,CSO,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Madhya Pradesh,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,209
Madhya Pradesh,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,193
Madhya Pradesh,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,237
Madhya Pradesh,CSO,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,13
Madhya Pradesh,CSO,Career Page,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Madhya Pradesh,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Madhya Pradesh,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,78
Madhya Pradesh,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,21
Madhya Pradesh,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Madhya Pradesh,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,59
Madhya Pradesh,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,23
Madhya Pradesh,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,7
Madhya Pradesh,Administration,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,12
Madhya Pradesh,Administration,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Madhya Pradesh,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,18
Madhya Pradesh,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,29
Madhya Pradesh,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,7
Maharashtra,HR,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,22
Maharashtra,Corporate,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Maharashtra,Corporate,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,53
Maharashtra,Corporate,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,47
Maharashtra,Corporate,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,31
Maharashtra,Corporate,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Maharashtra,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,110
Maharashtra,IT,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,160
Maharashtra,IT,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,56
Maharashtra,CSO,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Maharashtra,CSO,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,10
Maharashtra,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,222
Maharashtra,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,503
Maharashtra,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,211
Maharashtra,CSO,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,19
Maharashtra,CSO,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,12
Maharashtra,CSO,Career Page,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Maharashtra,CSO,Unknown,01-12-16,tat_sum,TAT Intw schedule to intw selected,6
Maharashtra,RM,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,19
Maharashtra,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,110
Maharashtra,RM,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Maharashtra,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,100
Maharashtra,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,62
Maharashtra,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,67
Maharashtra,RM,Unknown,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Maharashtra,RM,Unknown,01-12-16,tat_sum,TAT Intw schedule to intw selected,10
Maharashtra,BD,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Maharashtra,BD,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,5
Maharashtra,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,20
Maharashtra,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,176
Maharashtra,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,114
Maharashtra,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,67
Maharashtra,BD,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Maharashtra,BD,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,10
Maharashtra,BD,Employee Referral,01-12-16,tat_sum,TAT Intw schedule to intw selected,6
Maharashtra,BD,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Maharashtra,BD,Job Portal,01-12-16,tat_sum,TAT Intw schedule to intw selected,20
Maharashtra,Analytics,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,4
Maharashtra,Analytics,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,11
Maharashtra,Administration,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Maharashtra,Administration,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,6
Maharashtra,Administration,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,50
Maharashtra,Administration,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,34
Maharashtra,Finance,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,35
Maharashtra,Finance,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,142
Maharashtra,Finance,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,55
Maharashtra,Finance,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,51
Maharashtra,Finance,Job Portal,01-10-16,tat_sum,TAT Intw schedule to intw selected,13
Maharashtra,Finance,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,21
Maharashtra,Support,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,325
Maharashtra,Support,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,135
Maharashtra,Support,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Maharashtra,Support,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,9
Maharashtra,Support,Job Portal,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Maharashtra,Credit,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,42
Maharashtra,Credit,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,5
Maharashtra,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,129
Maharashtra,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,204
Maharashtra,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,65
Maharashtra,Credit,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,6
Maharashtra,Credit,Job Portal,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Maharashtra,Others,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,15
Maharashtra,Others,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,82
Maharashtra,Others,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,33
Maharashtra,Others,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,118
Maharashtra,Others,Career Page,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Maharashtra,Forex,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,2
Maharashtra,Marketing,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Maharashtra,Marketing,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,16
Maharashtra,Marketing,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,10
Maharashtra,Marketing,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,12
Maharashtra,Marketing,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,9
Manipur,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Manipur,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,129
Manipur,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Manipur,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,3
Meghalaya,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Meghalaya,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Meghalaya,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Meghalaya,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,4
Meghalaya,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Mizoram,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,34
Mizoram,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Mizoram,Administration,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Nagaland,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Nagaland,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,68
Nagaland,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Nagaland,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,Corporate,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,4
Odisha,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,246
Odisha,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,102
Odisha,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,61
Odisha,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,6
Odisha,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,16
Odisha,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Odisha,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Odisha,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,10
Odisha,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,BD,Career Page,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,BD,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Odisha,BD,Job Portal,01-10-16,tat_sum,TAT Intw schedule to intw selected,9
Odisha,Administration,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Odisha,Support,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Odisha,Credit,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,7
Odisha,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,18
Pondicherry,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Pondicherry,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,3
Pondicherry,BD,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,2
Pondicherry,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,8
Pondicherry,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Punjab,Corporate,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,2
Punjab,Corporate,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,29
Punjab,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,134
Punjab,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,438
Punjab,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,74
Punjab,CSO,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,4
Punjab,CSO,Career Page,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Punjab,RM,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,5
Punjab,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,11
Punjab,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,9
Punjab,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,19
Punjab,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,194
Punjab,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,193
Punjab,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,70
Punjab,BD,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Punjab,BD,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Punjab,Operations,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Punjab,Administration,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Punjab,Support,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,3
Punjab,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,1
Punjab,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,12
Punjab,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,9
Rajasthan,Corporate,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,30
Rajasthan,Corporate,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,24
Rajasthan,Corporate,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,11
Rajasthan,Corporate,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,6
Rajasthan,IT,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,7
Rajasthan,IT,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,4
Rajasthan,IT,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,3
Rajasthan,CSO,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,9
Rajasthan,CSO,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,11
Rajasthan,CSO,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,24
Rajasthan,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,103
Rajasthan,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,156
Rajasthan,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,14
Rajasthan,CSO,Career Page,01-10-16,tat_sum,TAT Intw schedule to intw selected,8
Rajasthan,RM,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,35
Rajasthan,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,13
Rajasthan,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,25
Rajasthan,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,43
Rajasthan,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,23
Rajasthan,RM,Job Portal,01-12-16,tat_sum,TAT Intw schedule to intw selected,14
Rajasthan,BD,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,2
Rajasthan,BD,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,14
Rajasthan,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,0
Rajasthan,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,99
Rajasthan,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,71
Rajasthan,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,47
Rajasthan,Administration,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,4
Rajasthan,Administration,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,5
Rajasthan,Administration,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,4
Rajasthan,Administration,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Rajasthan,Administration,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,2
Rajasthan,Administration,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,13
Rajasthan,Finance,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,10
Rajasthan,Finance,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,18
Rajasthan,Finance,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,4
Rajasthan,Finance,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,13
Rajasthan,Support,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,2
Rajasthan,Credit,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,15
Rajasthan,Credit,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,22
Rajasthan,Credit,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,18
Rajasthan,Credit,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,14
Sikkim,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Sikkim,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,3
Sikkim,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Tamil Nadu,HR,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,0
Tamil Nadu,Corporate,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Tamil Nadu,Corporate,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,1
Tamil Nadu,Corporate,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,7
Tamil Nadu,IT,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,11
Tamil Nadu,IT,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,3
Tamil Nadu,CSO,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,55
Tamil Nadu,CSO,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,46
Tamil Nadu,CSO,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,2
Tamil Nadu,CSO,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,383
Tamil Nadu,CSO,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,46
Tamil Nadu,CSO,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,269
Tamil Nadu,RM,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,11
Tamil Nadu,RM,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,5
Tamil Nadu,RM,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,10
Tamil Nadu,RM,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,5
Tamil Nadu,RM,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,11
Tamil Nadu,RM,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,7
Tamil Nadu,RM,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,7
Tamil Nadu,RM,Job Portal,01-12-16,tat_sum,TAT Intw schedule to intw selected,8
Tamil Nadu,BD,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,13
Tamil Nadu,BD,Vendor,01-11-16,tat_sum,TAT Intw schedule to intw selected,35
Tamil Nadu,BD,Vendor,01-12-16,tat_sum,TAT Intw schedule to intw selected,9
Tamil Nadu,BD,Direct,01-10-16,tat_sum,TAT Intw schedule to intw selected,77
Tamil Nadu,BD,Direct,01-11-16,tat_sum,TAT Intw schedule to intw selected,120
Tamil Nadu,BD,Direct,01-12-16,tat_sum,TAT Intw schedule to intw selected,67
Tamil Nadu,BD,Career Page,01-11-16,tat_sum,TAT Intw schedule to intw selected,1
Tamil Nadu,BD,Employee Referral,01-11-16,tat_sum,TAT Intw schedule to intw selected,0
Tamil Nadu,BD,Job Portal,01-11-16,tat_sum,TAT Intw schedule to intw selected,5
Tamil Nadu,Administration,Vendor,01-10-16,tat_sum,TAT Intw schedule to intw selected,44
